Source,Target,Weight,Lon,Lat
MIA,SNU,3428,-84.2236524,40.0580258
PDX,DCA,3428,-122.5927798,45.5871326
FLL,LIM,3429,-80.15099673,26.072017
YYC,PHX,3429,-114.0105723,51.120751
DCA,JAX,3430,-117.9199499,33.8063981
JFK,MXP,3431,-73.77937337,40.6429479
HOU,PVR,3433,-95.27692609,29.64714905
JFK,FDF,3433,-73.77937337,40.6429479
BNA,EWR,3433,-86.68308703,36.11958985
ISP,TPA,3433,-73.09920018,40.79578465
MIA,CLE,3434,-84.2236524,40.0580258
DCA,CHS,3434,-117.9199499,33.8063981
RDM,SFO,3434,4.418369073,51.896793
IAH,YYC,3434,-95.33220235,29.9839236
GEO,JFK,3434,37.6174943,55.7504461
GIG,MCO,3435,-43.25879325,-22.8111758
PDX,ONT,3436,-122.5927798,45.5871326
MSP,SFO,3436,-93.22092805,44.87801905
PHL,PWM,3436,-75.23521279,39.875018
JFK,PLS,3437,-73.77937337,40.6429479
PLS,JFK,3437,-72.26888419,21.77415335
AMS,LAX,3437,4.74148741,52.3264009
JAX,DCA,3438,3.6168847,45.1683631
SLC,OGG,3438,-111.9798985,40.7900661
MUC,ATL,3438,11.77801151,48.35376735
MYR,ACY,3439,-78.92905971,33.6806406
GCM,JFK,3439,-81.35854364,19.29262115
MSP,DCA,3440,-93.22092805,44.87801905
ORD,YVR,3441,-87.90932141,41.9779849
RIC,MCO,3442,-82.5302254,40.776322
BUF,PHL,3443,-78.7307523,42.9402016
PHL,BUF,3443,-75.23521279,39.875018
IAD,BOG,3447,-77.45342298,38.95226625
MCO,ORF,3448,-81.3094431,28.41290355
FLL,BOG,3448,-80.15099673,26.072017
SXM,CLT,3448,-63.11350144,18.04401325
SLC,PHX,3449,-111.9798985,40.7900661
OMA,DAL,3450,57.0036901,21.0000287
MDW,MBJ,3452,16.38565411,48.2020489
PEK,SEA,3452,116.5945607,40.07928545
PUJ,MDW,3453,23.0942294,45.5143154
HPN,DCA,3453,-73.70833334,41.0680174
FAY,ATL,3454,2.80813,49.88527
NAS,MIA,3454,-77.47012287,25.03933675
MDT,SFB,3455,-76.75294587,40.1932098
BRO,DFW,3455,44.0287382,41.6809707
HNL,SYD,3456,-157.9184068,21.3217144
LAX,OMA,3456,-118.4213763,33.94216755
OAK,AUS,3457,-122.2170744,37.7221623
PSE,MCO,3457,-46.6334463,-23.5504428
MIA,FOR,3458,-84.2236524,40.0580258
PHX,BUF,3459,-112.0094218,33.43290795
DAL,RSW,3459,13.3636275,45.8729219
RST,ORD,3461,-92.49544413,43.90430975
FLL,CLE,3461,-80.15099673,26.072017
PBI,DCA,3461,99.6044376,13.0692869
MCO,YOW,3461,-81.3094431,28.41290355
PSP,YYC,3461,-116.5096391,33.83029665
MCO,FOR,3462,-81.3094431,28.41290355
FAT,SLC,3463,-119.7197446,36.776006
ORD,MSP,3463,-87.90932141,41.9779849
BUR,SJC,3464,109.492143,52.7182426
PHL,FRA,3464,-75.23521279,39.875018
MCI,LAX,3465,11.39867725,47.26927505
PIT,LAS,3466,-80.23702449,40.49178275
JFK,STT,3466,-73.77937337,40.6429479
SAN,JFK,3466,127.7965435,35.7724185
SAP,IAH,3466,0.3388971,48.8944143
ORD,SLC,3467,-87.90932141,41.9779849
SJC,MDW,3468,-121.929329,37.3633241
MKE,HOU,3468,-87.89722766,42.9465423
TLH,DFW,3469,-84.35700873,30.40016355
ATL,SAL,3469,-75.0000086,10.7500084
DTW,IND,3469,-83.35297538,42.2056991
LGA,MCI,3470,-8.455050948,37.13258125
BNA,FLL,3470,-86.68308703,36.11958985
IAD,DFW,3470,-77.45342298,38.95226625
ALB,ORD,3471,-73.79855564,42.74801595
STT,JFK,3471,-64.97245365,18.33476905
MUC,JFK,3472,11.77801151,48.35376735
PWM,PHL,3473,-70.31441956,43.6461777
LGB,SLC,3474,-118.1534124,33.81683295
LGW,OAK,3475,-0.180387556,51.1541065
IAD,ORF,3475,-77.45342298,38.95226625
MXP,EWR,3476,8.723547469,45.6296273
JFK,RSW,3477,-73.77937337,40.6429479
BUF,EWR,3477,-78.7307523,42.9402016
MCO,RIC,3478,-81.3094431,28.41290355
SLC,RDU,3478,-111.9798985,40.7900661
DUS,ATL,3478,6.761736665,51.2869035
BOG,MCO,3479,-74.14606075,4.70091245
LAX,LIH,3479,-118.4213763,33.94216755
SEA,IAD,3479,-122.3080159,47.4475673
EWR,STI,3480,-74.17725485,40.68906405
ATL,MUC,3480,-75.0000086,10.7500084
ORD,BOI,3480,-87.90932141,41.9779849
CLO,MIA,3480,-76.38408945,3.5442855
DCA,PBI,3481,-117.9199499,33.8063981
OMA,IAH,3482,57.0036901,21.0000287
RDU,BOS,3484,-78.78723822,35.88036145
MEX,ORD,3485,-99.6899716,19.4839446
HOU,IND,3485,-95.27692609,29.64714905
RDU,DAL,3485,-78.78723822,35.88036145
JFK,UVF,3485,-73.77937337,40.6429479
YUL,FLL,3485,-73.74257166,45.46873715
CLT,YUL,3488,-80.94574352,35.21074145
MCO,ALB,3488,-81.3094431,28.41290355
FLL,DXB,3488,-80.15099673,26.072017
IAG,PGD,3489,-78.95086768,43.1074871
LAX,MSY,3490,-118.4213763,33.94216755
MFR,LAX,3490,-9.324374647,38.9635628
SYR,PHL,3491,-76.11914451,43.1141752
FLL,PVD,3492,-80.15099673,26.072017
SEA,BOS,3492,-122.3080159,47.4475673
LAX,PVR,3492,-118.4213763,33.94216755
SJO,ORD,3493,-84.21192521,9.99332715
LGB,RNO,3493,-118.1534124,33.81683295
YYC,SEA,3494,-114.0105723,51.120751
CVG,PHX,3494,-84.66516173,39.04990715
GEG,BOI,3494,-117.5423667,47.62004405
MCI,IND,3496,11.39867725,47.26927505
LIS,EWR,3496,-9.131900592,38.7809542
ATL,CAK,3498,-75.0000086,10.7500084
FLG,PHX,3499,-8.204515312,41.3527285
EGE,MIA,3499,25.52576008,37.6627595
DTW,IND,3500,-83.35297538,42.2056991
ATL,CHA,3500,-75.0000086,10.7500084
FLL,PUJ,3502,-80.15099673,26.072017
FSD,DEN,3502,-96.74120958,43.58269775
IAD,EWR,3502,-77.45342298,38.95226625
PLS,MIA,3503,-72.26888419,21.77415335
MCO,ROC,3504,-81.3094431,28.41290355
MCO,SMF,3504,-81.3094431,28.41290355
CMH,TPA,3504,-82.89304061,39.99705605
GRR,DEN,3504,-85.5348824,42.8766147
FAT,DEN,3505,-119.7197446,36.776006
UVF,JFK,3505,-60.9538842,13.7342774
TUS,DEN,3506,-81.464888,40.3759469
SFB,FNT,3507,-81.24329603,28.7754331
LAX,YEG,3507,-118.4213763,33.94216755
RIC,MIA,3507,-82.5302254,40.776322
MSY,PHL,3507,-90.26430439,29.99420015
RAP,DFW,3508,47.89394617,46.39683075
KIX,SFO,3509,135.222523,34.43420455
PIE,AVL,3509,7.923549,45.060735
FLL,SAP,3510,-80.15099673,26.072017
DTW,HPN,3510,-83.35297538,42.2056991
FPO,MIA,3510,-78.69558641,26.55651275
LAS,COS,3510,0.3098676,43.4697786
SEA,SFO,3511,-122.3080159,47.4475673
SLC,SAN,3512,-111.9798985,40.7900661
IAH,TUS,3512,-95.33220235,29.9839236
SEA,YYC,3513,-122.3080159,47.4475673
TYS,DTW,3513,60.6178132,25.3590028
DEN,FSD,3515,-104.985798,39.740959
CDG,SEA,3515,2.570769474,49.00665965
SFO,YUL,3515,95.48990319,65.2729258
MOB,IAH,3516,-88.24115749,30.69214065
ORD,CDG,3517,-87.90932141,41.9779849
MIA,RIC,3517,-84.2236524,40.0580258
ILM,ATL,3517,11.2804297,50.8938542
JAX,DEN,3519,3.6168847,45.1683631
IAD,MIA,3519,-77.45342298,38.95226625
ATL,LAS,3520,-75.0000086,10.7500084
TYR,DFW,3520,0.70005,44.1682
TPA,BDL,3520,-82.53492762,27.9791649
MDW,BHM,3521,16.38565411,48.2020489
CLT,OMA,3521,-80.94574352,35.21074145
OGG,SLC,3522,-156.4328645,20.89527825
RDU,LAX,3522,-78.78723822,35.88036145
GUA,FLL,3523,-101,20.9876996
YYC,SAN,3523,-114.0105723,51.120751
SJC,BUR,3523,-121.929329,37.3633241
AEX,ATL,3523,1.8379765,42.7193597
FLL,USA,3524,-80.15099673,26.072017
SFO,RDM,3524,95.48990319,65.2729258
SNA,HOU,3525,46.9978639,35.3126047
ACY,MYR,3525,0.70005,44.1682
OAK,PDX,3525,-122.2170744,37.7221623
EWR,CMH,3525,-74.17725485,40.68906405
YYC,ORD,3525,-114.0105723,51.120751
IND,ORD,3525,-86.1746933,40.3270127
PDX,SLC,3526,-122.5927798,45.5871326
ONT,GDL,3526,-79.645729,43.590338
DFW,PHL,3528,-97.04652205,32.89651945
BNA,MCO,3528,-86.68308703,36.11958985
LIM,LAX,3529,-77.0365256,-12.0621065
LIH,SEA,3529,9.5531527,47.1416307
IAD,CLE,3529,-77.45342298,38.95226625
SLC,FAT,3530,-111.9798985,40.7900661
MCI,TPA,3531,11.39867725,47.26927505
TPA,FRA,3531,-82.53492762,27.9791649
CMH,EWR,3533,-82.89304061,39.99705605
SAN,YYC,3534,127.7965435,35.7724185
HNL,SAN,3534,-157.9184068,21.3217144
ATL,OAJ,3535,-75.0000086,10.7500084
IND,DAL,3536,-86.1746933,40.3270127
ORD,LAX,3536,-87.90932141,41.9779849
PHX,BOI,3537,-112.0094218,33.43290795
IND,ORD,3538,-86.1746933,40.3270127
RSW,MCI,3539,-81.75880563,26.53294975
DEN,SDF,3539,-104.985798,39.740959
LAX,DEN,3540,-118.4213763,33.94216755
EWR,LIS,3541,-74.17725485,40.68906405
CVG,ORD,3542,-84.66516173,39.04990715
DTW,MEM,3542,-83.35297538,42.2056991
ORF,MCO,3543,-76.2022963,36.8946697
DCA,HSV,3544,-117.9199499,33.8063981
LAS,PIT,3545,0.3098676,43.4697786
EWR,OSL,3545,-74.17725485,40.68906405
BNA,LGA,3546,-86.68308703,36.11958985
JFK,PDX,3546,-73.77937337,40.6429479
YYC,SFO,3546,-114.0105723,51.120751
LAX,KOA,3546,-118.4213763,33.94216755
SJC,STL,3547,-121.929329,37.3633241
FRA,ATL,3547,8.524938152,50.0229437
OAK,LGW,3548,-122.2170744,37.7221623
NRT,KOA,3548,140.3933101,35.77587145
ALB,FLL,3549,-73.79855564,42.74801595
MAD,JFK,3551,-83.3937233,39.8868227
BOS,STI,3553,-71.01340799,42.3630236
SNU,MIA,3555,126.952134,37.4581284
CTS,HNL,3556,141.6829316,42.786787
BOS,SAV,3556,-71.01340799,42.3630236
SFO,PSP,3556,95.48990319,65.2729258
EWR,DCA,3558,-74.17725485,40.68906405
BUF,MCO,3558,-78.7307523,42.9402016
PDX,BUR,3558,-122.5927798,45.5871326
MDW,PUJ,3559,16.38565411,48.2020489
BUR,PDX,3559,109.492143,52.7182426
LGA,DTW,3559,-8.455050948,37.13258125
CID,AZA,3560,-0.7194175,38.4535557
DTW,DFW,3560,-83.35297538,42.2056991
DTW,SBN,3564,-83.35297538,42.2056991
CLT,PGV,3564,-80.94574352,35.21074145
ORD,BNA,3565,-87.90932141,41.9779849
ORD,YYC,3565,-87.90932141,41.9779849
PIE,IND,3566,7.923549,45.060735
HOG,MIA,3566,0.70005,44.1682
DCA,PWM,3567,-117.9199499,33.8063981
IAH,TYS,3567,-95.33220235,29.9839236
ACT,DFW,3567,149.0026942,-35.4883502
HDN,DFW,3567,-107.220936,40.4844693
ORD,CUN,3568,-87.90932141,41.9779849
ORD,SJD,3569,-87.90932141,41.9779849
LAX,LIM,3569,-118.4213763,33.94216755
STI,BOS,3569,8.6607384,45.898911
MAN,PHL,3569,-4.514598746,54.2358167
DFW,GUA,3569,-97.04652205,32.89651945
IAD,AUS,3570,-77.45342298,38.95226625
PDX,STL,3571,-122.5927798,45.5871326
OMA,CLT,3571,57.0036901,21.0000287
CUN,FLL,3571,-74.1666756,5.0000086
UIO,FLL,3571,0.70005,44.1682
SFO,BOS,3571,95.48990319,65.2729258
FAY,CLT,3572,2.80813,49.88527
SAT,SLC,3572,-7.669948126,40.77782635
MEM,DEN,3572,-89.97689467,35.04625645
MSN,DFW,3573,98.2031112,19.3927456
AUS,LGB,3573,-97.66500964,30.19348925
RDU,SEA,3573,-78.78723822,35.88036145
ATL,STR,3575,-75.0000086,10.7500084
BGR,SFB,3577,-68.81941486,44.8072619
CMH,DEN,3578,-82.89304061,39.99705605
ORD,SBN,3578,-87.90932141,41.9779849
PHX,PHL,3580,-112.0094218,33.43290795
BOS,JFK,3580,-71.01340799,42.3630236
LGA,CHS,3582,-8.455050948,37.13258125
ATL,MCO,3582,-75.0000086,10.7500084
PWM,LGA,3582,-70.31441956,43.6461777
DXB,FLL,3582,0.70005,44.1682
GRR,CLT,3583,-85.5348824,42.8766147
PHX,SGU,3584,-112.0094218,33.43290795
ATL,CID,3584,-75.0000086,10.7500084
SFO,HKG,3584,95.48990319,65.2729258
MCO,LAS,3585,-81.3094431,28.41290355
POP,JFK,3585,15.05988,51.1074242
BWI,IAH,3586,-76.67104838,39.17452575
SFO,FAT,3586,95.48990319,65.2729258
PHL,MSY,3588,-75.23521279,39.875018
DTW,LAS,3589,-83.35297538,42.2056991
YYZ,MIA,3590,-79.62912913,43.678524
ORD,IND,3591,-87.90932141,41.9779849
SEA,EUG,3591,-122.3080159,47.4475673
SAP,FLL,3592,0.3388971,48.8944143
ONT,DEN,3592,-79.645729,43.590338
GDL,FAT,3593,-8.69084102,38.2644199
USA,FLL,3594,-100.4458825,39.7837304
PHL,SLC,3594,-75.23521279,39.875018
CHA,ATL,3594,-85.20163697,35.0323918
CID,ATL,3594,-0.7194175,38.4535557
BWI,LHR,3595,-76.67104838,39.17452575
CUN,BOS,3596,-74.1666756,5.0000086
DAL,CMH,3596,13.3636275,45.8729219
RDU,IAH,3596,-78.78723822,35.88036145
LGA,BNA,3597,-8.455050948,37.13258125
GEG,ORD,3597,-117.5423667,47.62004405
SGU,PHX,3597,17.63105351,59.8474657
FLL,RIC,3598,-80.15099673,26.072017
LGA,IAH,3598,-8.455050948,37.13258125
DCA,JFK,3599,-117.9199499,33.8063981
MSN,DTW,3599,98.2031112,19.3927456
DEN,LAX,3599,-104.985798,39.740959
DFW,BWI,3600,-97.04652205,32.89651945
DTW,CLT,3600,-83.35297538,42.2056991
DFW,PIA,3600,-97.04652205,32.89651945
SLC,OAK,3601,-111.9798985,40.7900661
SJC,IAH,3602,-121.929329,37.3633241
BUF,LAS,3603,-78.7307523,42.9402016
BLA,MIA,3604,-5.7620576,12.949364
DTW,MKE,3605,-83.35297538,42.2056991
JFK,SAL,3606,-73.77937337,40.6429479
IAH,RTB,3607,-95.33220235,29.9839236
MIA,GND,3607,-84.2236524,40.0580258
SYR,JFK,3608,-76.11914451,43.1141752
MSP,LAX,3608,-93.22092805,44.87801905
CUN,BOS,3609,-74.1666756,5.0000086
PUJ,FLL,3609,23.0942294,45.5143154
ATL,AEX,3609,-75.0000086,10.7500084
PIT,MIA,3610,-80.23702449,40.49178275
BOS,PBI,3612,-71.01340799,42.3630236
JFK,POS,3612,-73.77937337,40.6429479
IAD,ATL,3612,-77.45342298,38.95226625
NRT,SJC,3612,140.3933101,35.77587145
PVD,FLL,3613,-71.42858822,41.72243995
DTW,RDU,3613,-83.35297538,42.2056991
IAD,SEA,3613,-77.45342298,38.95226625
MSP,LAX,3614,-93.22092805,44.87801905
ORD,PSP,3614,-87.90932141,41.9779849
CLT,PDX,3614,-80.94574352,35.21074145
SEA,RDU,3614,-122.3080159,47.4475673
ORD,DCA,3615,-87.90932141,41.9779849
SRQ,JFK,3616,-82.55407423,27.39598835
MCO,GRR,3616,-81.3094431,28.41290355
ATL,ORD,3617,-75.0000086,10.7500084
JFK,SXM,3618,-73.77937337,40.6429479
DEN,ANC,3618,-104.985798,39.740959
ORD,HND,3620,-87.90932141,41.9779849
MIA,SAL,3620,-84.2236524,40.0580258
MIA,BLA,3621,-84.2236524,40.0580258
SMF,MDW,3621,-121.5903703,38.68722345
STL,SFO,3621,168.2936808,-45.7255555
BOS,DAL,3621,-71.01340799,42.3630236
SLC,PDX,3621,-111.9798985,40.7900661
YOW,MCO,3622,-75.65998656,45.31596955
FRA,JFK,3624,8.524938152,50.0229437
MLU,ATL,3625,-92.0384615,32.5111077
JFK,GCM,3626,-73.77937337,40.6429479
DAL,BOS,3626,13.3636275,45.8729219
IAH,MCI,3626,-95.33220235,29.9839236
TPA,ATL,3627,-82.53492762,27.9791649
OAK,SLC,3627,-122.2170744,37.7221623
PVR,DEN,3628,-105.2533,20.6798
DFW,DTW,3628,-97.04652205,32.89651945
MAN,JFK,3629,-4.514598746,54.2358167
MBJ,MSP,3629,-77.9138874,18.50292595
TXL,EWR,3631,0.70005,44.1682
LAS,MSY,3631,0.3098676,43.4697786
MIA,MDE,3631,-84.2236524,40.0580258
SLC,MCO,3631,-111.9798985,40.7900661
MCI,IAH,3631,11.39867725,47.26927505
ATL,FNT,3631,-75.0000086,10.7500084
RIC,FLL,3632,-82.5302254,40.776322
SFO,SEA,3632,95.48990319,65.2729258
DFW,MTJ,3633,-97.04652205,32.89651945
TPE,SFO,3634,121.2345925,25.07931745
LAX,MSP,3635,-118.4213763,33.94216755
BUF,FLL,3635,-78.7307523,42.9402016
YUL,CLT,3636,-73.74257166,45.46873715
STL,MIA,3637,168.2936808,-45.7255555
PDX,DAL,3638,-122.5927798,45.5871326
JFK,MAN,3638,-73.77937337,40.6429479
CLT,IAD,3638,-80.94574352,35.21074145
FLL,SDQ,3640,-80.15099673,26.072017
EUG,SFO,3641,-123.2139083,44.12306815
BZE,DFW,3642,-88.30696912,17.53876125
IAH,POS,3642,-95.33220235,29.9839236
DTW,LGA,3643,-83.35297538,42.2056991
BDL,RSW,3644,-72.68501994,41.9405835
LAX,MRY,3644,-118.4213763,33.94216755
FLL,PIT,3646,-80.15099673,26.072017
ZIH,LAX,3646,52.0056047,55.2866509
COS,LAS,3648,-81.9271441,40.2905684
ATL,FCO,3649,-75.0000086,10.7500084
PIA,DFW,3649,2.9191579,42.7452716
SAL,JFK,3649,-0.1195972,43.0284702
JFK,CHS,3650,-73.77937337,40.6429479
FCO,ATL,3650,12.2269012,41.8144309
PHL,MCI,3650,-75.23521279,39.875018
MIA,FPO,3652,-84.2236524,40.0580258
LGB,AUS,3652,-118.1534124,33.81683295
FLL,AUS,3652,-80.15099673,26.072017
DFW,BZE,3652,-97.04652205,32.89651945
DCA,HPN,3653,-117.9199499,33.8063981
BOS,CVG,3653,-71.01340799,42.3630236
PHL,LAX,3654,-75.23521279,39.875018
FLL,YOW,3654,-80.15099673,26.072017
DCA,PHL,3654,-117.9199499,33.8063981
FLL,RDU,3655,-80.15099673,26.072017
SBP,SFO,3655,-120.6433079,35.23745155
MCO,BNA,3656,-81.3094431,28.41290355
MEM,PHX,3656,-89.97689467,35.04625645
MSP,PVR,3656,-93.22092805,44.87801905
PDX,LGB,3657,-122.5927798,45.5871326
OAK,MCO,3659,-122.2170744,37.7221623
FLL,MBJ,3659,-80.15099673,26.072017
SEA,PEK,3659,-122.3080159,47.4475673
HOU,SJD,3660,-95.27692609,29.64714905
FLL,STT,3660,-80.15099673,26.072017
JFK,FRA,3661,-73.77937337,40.6429479
PHL,CLE,3661,-75.23521279,39.875018
BSB,MIA,3661,0.70005,44.1682
SLC,LGB,3661,-111.9798985,40.7900661
MSP,PIT,3662,-93.22092805,44.87801905
YYC,PSP,3662,-114.0105723,51.120751
ATL,TPA,3663,-75.0000086,10.7500084
PIT,ORD,3664,-80.23702449,40.49178275
LAS,DSM,3665,0.3098676,43.4697786
CLT,ORD,3665,-80.94574352,35.21074145
DTW,SNA,3665,-83.35297538,42.2056991
EWR,ALB,3665,-74.17725485,40.68906405
ATL,ORD,3666,-75.0000086,10.7500084
STL,IAH,3666,168.2936808,-45.7255555
PHX,JFK,3666,-112.0094218,33.43290795
FRA,DTW,3666,8.524938152,50.0229437
SAN,FAT,3666,127.7965435,35.7724185
MBJ,MSP,3668,-77.9138874,18.50292595
MIA,STI,3668,-84.2236524,40.0580258
MLM,MDW,3668,-101.0243833,19.84913255
SJD,ORD,3668,-109.7188592,23.152007
SJC,GDL,3669,-121.929329,37.3633241
MIA,YYZ,3670,-84.2236524,40.0580258
EUG,PDX,3670,-123.2139083,44.12306815
YEG,DEN,3671,-113.5888024,53.30873035
YYZ,MSP,3671,-79.62912913,43.678524
JFK,OSL,3672,-73.77937337,40.6429479
LIH,LAX,3672,9.5531527,47.1416307
MIA,PIT,3672,-84.2236524,40.0580258
JFK,CMN,3673,-73.77937337,40.6429479
PTP,JFK,3673,-61.52760791,16.26563115
PLS,ATL,3673,-72.26888419,21.77415335
YYC,DFW,3674,-114.0105723,51.120751
ORD,FSD,3674,-87.90932141,41.9779849
MIA,NAS,3674,-84.2236524,40.0580258
HOU,BOS,3675,-95.27692609,29.64714905
ICN,DFW,3675,126.4410552,37.4643856
SFO,DAL,3675,95.48990319,65.2729258
ATL,MLU,3676,-75.0000086,10.7500084
BOI,PHX,3676,18.5161494,45.9692795
SHV,ATL,3676,-93.82686953,32.4452042
FDF,JFK,3677,-61.00566102,14.5906776
MCO,BSB,3678,-81.3094431,28.41290355
YEG,LAX,3679,-113.5888024,53.30873035
CLT,LYH,3680,-80.94574352,35.21074145
LAX,VIE,3681,-118.4213763,33.94216755
EWR,STT,3681,-74.17725485,40.68906405
RSW,PIT,3682,-81.75880563,26.53294975
DEN,ABQ,3682,-104.985798,39.740959
LAX,ORD,3682,-118.4213763,33.94216755
MTJ,DFW,3683,-8.628858515,38.74502535
JFK,FRA,3684,-73.77937337,40.6429479
MCO,MEM,3685,-81.3094431,28.41290355
IAH,OMA,3685,-95.33220235,29.9839236
IAH,CDG,3685,-95.33220235,29.9839236
IAH,SAP,3686,-95.33220235,29.9839236
CLT,BTV,3687,-80.94574352,35.21074145
JFK,PSP,3687,-73.77937337,40.6429479
PGV,CLT,3687,0.70005,44.1682
BHM,MDW,3687,-86.75154127,33.5635078
SCE,PHL,3689,-77.84864761,40.850333
DEN,RNO,3690,-104.985798,39.740959
MSP,BNA,3690,-93.22092805,44.87801905
STT,EWR,3691,-64.97245365,18.33476905
CUN,JFK,3691,-74.1666756,5.0000086
JFK,SRQ,3691,-73.77937337,40.6429479
MCO,IAD,3691,-81.3094431,28.41290355
SMF,MCO,3692,-121.5903703,38.68722345
LAX,ZIH,3692,-118.4213763,33.94216755
TUS,IAH,3693,-81.464888,40.3759469
LAX,YVR,3693,-118.4213763,33.94216755
LGA,STL,3695,-8.455050948,37.13258125
ORD,ATL,3695,-87.90932141,41.9779849
HNL,NGO,3696,-157.9184068,21.3217144
SJU,DCA,3698,-65.99743037,18.44319945
BCN,EWR,3699,-115.1425107,30.0338923
RSW,BDL,3699,-81.75880563,26.53294975
LAX,YYZ,3700,-118.4213763,33.94216755
ROC,ORD,3700,1.4408482,44.8655853
GDL,LAS,3702,-8.69084102,38.2644199
SJO,FLL,3703,-84.21192521,9.99332715
SAN,BOS,3704,127.7965435,35.7724185
NRT,PDX,3705,140.3933101,35.77587145
DAL,IND,3705,13.3636275,45.8729219
SBA,LAX,3705,33.1451285,34.9823018
NGO,HNL,3706,136.8113634,34.8587197
RDU,LAS,3706,-78.78723822,35.88036145
OAJ,ATL,3706,-77.61598749,34.82589095
ORD,PDX,3706,-87.90932141,41.9779849
SBN,DTW,3707,10.7979188,51.4839284
MCO,PSE,3708,-81.3094431,28.41290355
PVR,LAX,3708,-105.2533,20.6798
FRA,JFK,3708,8.524938152,50.0229437
DCA,BUF,3709,-117.9199499,33.8063981
MCO,LAX,3709,-81.3094431,28.41290355
DFW,PDX,3709,-97.04652205,32.89651945
MIA,BSB,3710,-84.2236524,40.0580258
MKE,MCI,3712,-87.89722766,42.9465423
BOS,CUN,3712,-71.01340799,42.3630236
HOU,RDU,3715,-95.27692609,29.64714905
SEA,MFR,3716,-122.3080159,47.4475673
BDL,TPA,3717,-72.68501994,41.9405835
GUA,DFW,3718,-101,20.9876996
SFO,BWI,3718,95.48990319,65.2729258
MSY,PHX,3719,-90.26430439,29.99420015
PHL,SEA,3719,-75.23521279,39.875018
SFO,STL,3721,95.48990319,65.2729258
IND,LAX,3721,-86.1746933,40.3270127
SAV,CLT,3721,-3.522476,58.5953788
JFK,POP,3722,-73.77937337,40.6429479
IAH,ASE,3723,-95.33220235,29.9839236
BOS,PEK,3723,-71.01340799,42.3630236
DCA,SFO,3723,-117.9199499,33.8063981
LIH,LAX,3723,9.5531527,47.1416307
SEA,PHL,3723,-122.3080159,47.4475673
JFK,SYR,3724,-73.77937337,40.6429479
SJD,SAN,3724,-109.7188592,23.152007
EWR,MSP,3725,-74.17725485,40.68906405
RDU,FLL,3726,-78.78723822,35.88036145
ATL,PLS,3726,-75.0000086,10.7500084
BNA,DEN,3726,-86.68308703,36.11958985
ZRH,BOS,3726,8.55282518,47.46379335
ORD,SJU,3726,-87.90932141,41.9779849
JFK,MAD,3726,-73.77937337,40.6429479
STL,LGA,3727,168.2936808,-45.7255555
DFW,BZN,3727,-97.04652205,32.89651945
LNY,HNL,3728,-156.9529101,20.78414325
AUS,DEN,3729,-97.66500964,30.19348925
ALB,ORD,3729,-73.79855564,42.74801595
CMH,LAS,3729,-82.89304061,39.99705605
ATW,DTW,3730,-88.51688447,44.2573941
ORD,CMI,3730,-87.90932141,41.9779849
ALB,MCO,3730,-73.79855564,42.74801595
FCA,SLC,3731,23.3952287,47.2002551
NRT,LAX,3732,140.3933101,35.77587145
BOI,ORD,3734,18.5161494,45.9692795
PHX,MSY,3736,-112.0094218,33.43290795
PIT,RSW,3736,-80.23702449,40.49178275
TLH,CLT,3737,-84.35700873,30.40016355
ATL,HDN,3738,-75.0000086,10.7500084
LAX,MSP,3738,-118.4213763,33.94216755
LAS,PIT,3739,0.3098676,43.4697786
BIL,SLC,3740,37.5837615,50.7080119
DEN,BNA,3740,-104.985798,39.740959
DEN,DTW,3740,-104.985798,39.740959
SMF,GDL,3741,-121.5903703,38.68722345
JAX,MIA,3741,3.6168847,45.1683631
BOS,CUN,3742,-71.01340799,42.3630236
SLC,BNA,3743,-111.9798985,40.7900661
HNL,LNY,3745,-157.9184068,21.3217144
JAX,EWR,3745,3.6168847,45.1683631
YVR,PHX,3745,-123.1798642,49.193044
PHL,SCE,3746,-75.23521279,39.875018
SEA,SAN,3750,-122.3080159,47.4475673
FAT,SAN,3750,-119.7197446,36.776006
BRU,JFK,3750,4.480653014,50.90105305
PDX,JFK,3750,-122.5927798,45.5871326
MBJ,FLL,3751,-77.9138874,18.50292595
JAX,ORD,3752,3.6168847,45.1683631
BOS,PVG,3753,-71.01340799,42.3630236
FLL,SDQ,3753,-80.15099673,26.072017
BHM,CLT,3753,-86.75154127,33.5635078
MEL,LAX,3753,12.10576948,46.02549195
SJU,ORD,3753,-65.99743037,18.44319945
GRU,JFK,3755,37.5239624,55.7824635
CVG,MIA,3756,-84.66516173,39.04990715
SYR,MCO,3756,-76.11914451,43.1141752
LAS,CMH,3757,0.3098676,43.4697786
DCA,MHT,3757,-117.9199499,33.8063981
PEK,EWR,3760,116.5945607,40.07928545
PHL,MAN,3760,-75.23521279,39.875018
FLL,SFO,3762,-80.15099673,26.072017
IAH,MID,3762,-95.33220235,29.9839236
GDL,SFO,3763,-8.69084102,38.2644199
MEX,MCO,3764,-99.6899716,19.4839446
IAH,CLE,3764,-95.33220235,29.9839236
CVG,LAS,3765,-84.66516173,39.04990715
LAX,SAL,3765,-118.4213763,33.94216755
SLC,FLL,3766,-111.9798985,40.7900661
DTW,DFW,3766,-83.35297538,42.2056991
DEN,SAT,3766,-104.985798,39.740959
FLL,CUN,3767,-80.15099673,26.072017
TPA,CVG,3767,-82.53492762,27.9791649
SDF,TPA,3768,-85.73540756,38.1716962
